brand,date,id_val,model,price,year,Անվահեծերը,Գույնը,Դռների քանակը,Թափքը,Ձիաուժը,Ղեկը,Մխոցների քանակը,Մոդիֆիկացիան,Շարժիչը,Շարժիչի ծավալը,Սրահի գույնը,Վազքը,Փոխանցման տուփը,Քարշակը
Lexus, Տեղադրված է՝  31.03.2019, ID: 2099336,GX 460 Premium ,24 500 $,2010,,Արծաթագույն,,Ամենագնաց,,Ձախ,,4.6,Գազ,,,90000 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2099320,GX 470 ,16 700 $,2007,,Սև,,Ամենագնաց,,Ձախ,,NorBervatsMaqur Qarfax2007Texas,Բենզին,,,140000 մղոն,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2099312,Zafira ,4 000 $,2001,,Կապույտ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,Idealakan 1.8z 2002-2001,Գազ,,,165000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2099294,GX 460 ,24 500 $,2010,,Արծաթագույն,,Ամենագնաց,,Ձախ,,4.6,Գազ,,,90000 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2099281,RX 330 ,11 000 $,2005,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,,,123000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2099270,Combo ,4 300 $,2000,,Սպիտակ,,Կուպե,,Ձախ,,NOR BERVAC. GAZOV,Գազ,,,145000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2099266,Astra ,3 200 $,2000,,Արծաթագույն,,Սեդան,,Ձախ,,NOR BERVAC. PRASTOY MATOR,Բենզին,,,104000 կմ,Մեխանիկական,
Mitsubishi, Տեղադրված է՝  31.03.2019, ID: 2099246,Outlander ,7 000 $,2007,,Սև,5,Ամենագնաց,220,Ձախ,6,,Բենզին,3.0,Սև,110000 կմ,Ավտոմատ,Լիաքարշակ
Opel, Տեղադրված է՝  31.03.2019, ID: 2099230,Zafira ,3 250 $,2000,,Սև,,Ունիվերսալ,,Ձախ,,1.8,Բենզին,,,147000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2099229,GX 470 ,14 300 $,2007,,Արծաթագույն,,Ամենագնաց,,Ձախ,,NorBervac2007 NORT CAROLINA,Բենզին,,,130000 մղոն,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2099223,Zafira ,4 500 $,2005,,Մոխրագույն,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,CNG Գործարանային օդ գազ,Գազ,,,171000 կմ,Մեխանիկական,
Mitsubishi, Տեղադրված է՝  31.03.2019, ID: 2099210,Pajero Pinin (IO) ,3 900 $,2003,,Սև,,Ամենագնաց,,Ձախ,,,Բենզին,,,100000 կմ,Ավտոմատ,
Kia, Տեղադրված է՝  31.03.2019, ID: 2099187,Sorento ,9 999 $,2010,"17""",Սև,5,Ամենագնաց,177,Ձախ,4,2.4 4x4,Բենզին,2.4,Մոխրագույն,117000 կմ,Ավտոմատ,Լիաքարշակ
Niva, Տեղադրված է՝  31.03.2019, ID: 2099184,4x4 Urban ,7 000 $,2015,,Սպիտակ,,Սեդան,,Ձախ,,,Բենզին,,,49000 կմ,Մեխանիկական,
Kia, Տեղադրված է՝  31.03.2019, ID: 2099176,Forte ,5 800 $,2011,,Արծաթագույն,,Սեդան,,Ձախ,,20,Բենզին,,,86000 կմ,Ավտոմատ,
Niva, Տեղադրված է՝  31.03.2019, ID: 2099168,4x4 Urban ,7 000 $,2015,,Սպիտակ,,Ամենագնաց,,Ձախ,,,Բենզին,,,49000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2099164,Zafira ,2 000 000 ֏,2003,"16""",Արծաթագույն,5,Մինիվեն / Միկրոավտոբուս,125,Ձախ,4,1.8,Գազ,1.8,Սև,140000 կմ,Մեխանիկական,Առջևի
Opel, Տեղադրված է՝  31.03.2019, ID: 2099161,Astra ,2 750 $,2001,,Կանաչ,,Հետչբեք,,Ձախ,,1.6 ekotek,Բենզին,,,142000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2099160,GX 470 ,14 500 $,2006,"17""",Սպիտակ,4,Ամենագնաց,263,Ձախ,8,MAQUR CARFAX RESTYLING,Բենզին,4.7,Մոխրագույն,129000 մղոն,Ավտոմատ,Լիաքարշակ
Opel, Տեղադրված է՝  31.03.2019, ID: 2099136,Combo ,4 450 $,2007,,Սպիտակ,,Կուպե,,Ձախ,,zavaskoy gaz+benzin CNG nor berv,Գազ,,,132000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2099117,Astra ,3 300 $,2003,"15""",Կապույտ,5,Հետչբեք,80,Ձախ,4,Prastoi,Բենզին,1.6,Սև,105000 կմ,Մեխանիկական,Առջևի
Lexus, Տեղադրված է՝  31.03.2019, ID: 2099106,RX 350 ,11 900 $,2007,"18""",Սև,5,Ունիվերսալ,268,Ձախ,6,RESTYLING,Բենզին,3.5,Սև,105000 կմ,Ավտոմատ,Լիաքարշակ
Opel, Տեղադրված է՝  31.03.2019, ID: 2099083,Astra ,2 900 $,2001,,Արծաթագույն,5,Հետչբեք,,Ձախ,,1.6 prastoy mator,Բենզին,1.6,,203000 կմ,Մեխանիկական,Առջևի
Opel, Տեղադրված է՝  31.03.2019, ID: 2099081,Astra ,2 900 $,2001,,Այլ գույն,,Հետչբեք,,Ձախ,,,Գազ,,,280000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2099077,Zafira ,2 900 $,2000,,Արծաթագույն,,Սեդան,,Ձախ,,18 матор штап нор бервац,Բենզին,,,145000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2099070,Zafira ,4 200 $,2005,,Սև,,Ունիվերսալ,,Ձախ,,ZAVSKOY GAZ CNG,Բենզին,,,165000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2099064,Astra ,3 200 $,2000,,Սև,,Հետչբեք,,Ձախ,,,Գազ,,,200000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2099056,Zafira ,4 000 $,2005,"15""",Սև,4,Մինիվեն / Միկրոավտոբուս,,Ձախ,4,OPEL ZAFIRA,Բենզին,,Սև,134000 կմ,Մեխանիկական,Առջևի
Mitsubishi, Տեղադրված է՝  31.03.2019, ID: 2099046,Airtrek ,2 400 000 ֏,2001,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,,,10000 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2099006,GX 460 ,30 500 $,2013,"18""",Սև,5,Ամենագնաց,295,Ձախ,8,FULL 11.2012,Բենզին,4.6,Շագանակագույն,112000 կմ,Ավտոմատ,Լիաքարշակ
Opel, Տեղադրված է՝  31.03.2019, ID: 2098997,Zafira ,4 500 $,2002,,Արծաթագույն,,Սեդան,,Ձախ,,ZET1 8,Գազ,,,159000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098983,Astra ,3 300 $,2003,"15""",Արծաթագույն,5,Հետչբեք,84,Ձախ,4,prastoi ijektr,Բենզին,1.6,Մոխրագույն,155000 կմ,Մեխանիկական,Առջևի
Opel, Տեղադրված է՝  31.03.2019, ID: 2098966,Astra ,3 200 $,2001,"15""",Սև,4,Հետչբեք,125 zet mator,Ձախ,4,1.8 Z MATOR AVTOMAT.,Բենզին,1.8,Սև,128000 կմ,Ավտոմատ,Առջևի
Kia, Տեղադրված է՝  31.03.2019, ID: 2098965,Forte ,6 500 $,2012,,Սև,,Սեդան,,Ձախ,,"2,0i",Բենզին,,,120000 մղոն,Ավտոմատ,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098961,Forte Coupe ,7 500 $,2012,,Սև,,Կուպե,,Ձախ,,"2,0i",Բենզին,,,120000 մղոն,Ավտոմատ,
Mazda, Տեղադրված է՝  31.03.2019, ID: 2098947,6 ,26 800 $,2018,,Մոխրագույն,,Սեդան,,Ձախ,,Touring,Բենզին,2.5,Սև,650 կմ,Ավտոմատ,
Mazda, Տեղադրված է՝  31.03.2019, ID: 2098946,6 ,26 800 $,2018,,Մոխրագույն,,Սեդան,,Ձախ,,Touring,Բենզին,2.5,Սև,650 կմ,Ավտոմատ,
Mazda, Տեղադրված է՝  31.03.2019, ID: 2098945,6 ,26 800 $,2018,,Մոխրագույն,,Սեդան,,Ձախ,,Touring,Բենզին,2.5,Սև,650 կմ,Ավտոմատ,
Mazda, Տեղադրված է՝  31.03.2019, ID: 2098944,6 ,26 800 $,2018,,Մոխրագույն,,Սեդան,,Ձախ,,Touring,Բենզին,2.5,Սև,650 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098933,Astra ,3 250 $,2002,,Արծաթագույն,,Հետչբեք,,Ձախ,,Prastoy mator,Բենզին,,,135100 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098932,Zafira ,3 300 $,2000,,Կապույտ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,1.8 Z,Բենզին,,,200000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098927,Zafira ,4 000 $,2000,,Մոխրագույն,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Գազ,,,157000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098924,Astra ,2 900 $,2003,,Սև,,Ունիվերսալ,,Ձախ,,,Բենզին,,,163000 կմ,Մեխանիկական,
Mitsubishi, Տեղադրված է՝  31.03.2019, ID: 2098920,Airtrek ,5 400 $,2004,,Սև,,Ունիվերսալ,,Ձախ,,,Գազ,,,107000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098907,Astra ,2 600 $,2000,,Արծաթագույն,,Հետչբեք,,Ձախ,,7hakka,Բենզին,,,218000 կմ,Մեխանիկական,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098868,Sportage ,10 500 $,2011,"18""",Բալագույն,5,Ունիվերսալ,170,Ձախ,4,,Բենզին,2.4,Մոխրագույն,102000 մղոն,Ավտոմատ,Լիաքարշակ
Opel, Տեղադրված է՝  31.03.2019, ID: 2098853,Combo ,4 300 $,2006,,Սպիտակ,,Ունիվերսալ,,Ձախ,,1.6 CNG,Գազ,,,240000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098850,GX 460 Premium ,35 000 $,2013,,Սպիտակ,,Ունիվերսալ,,Ձախ,,LEXUS GX460 PREMIUM,Բենզին,,,136765 մղոն,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098843,Astra ,2 800 $,2000,,Արծաթագույն,,Հետչբեք,,Ձախ,,,Բենզին,,,225000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098831,Astra ,2 650 $,2000,"15""",Կապույտ,5,Հետչբեք,75,Ձախ,4,1.6 PRASTOY,Բենզին,1.6,Սև,156000 կմ,Մեխանիկական,Առջևի
Opel, Տեղադրված է՝  31.03.2019, ID: 2098829,Vectra B ,2 400 $,2000,,Արծաթագույն,,Սեդան,,Ձախ,,,Գազ,,,239997 կմ,Մեխանիկական,
Mitsubishi, Տեղադրված է՝  31.03.2019, ID: 2098824,Outlander ,6 700 $,2007,,Սև,,Ամենագնաց,,Ձախ,,,Բենզին,2.4,Սև,115000 կմ,Ավտոմատ,Լիաքարշակ
Opel, Տեղադրված է՝  31.03.2019, ID: 2098821,Zafira ,3 300 $,2000,,Արծաթագույն,,Ունիվերսալ,,Ձախ,,Opel zafira,Բենզին,,,168000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098805,Zafira ,3 800 $,2003,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,096521212,Գազ,,,133000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098804,Vectra ,3 800 $,2004,"16""",Մոխրագույն,5,Սեդան,150,Ձախ,4,,Բենզին,2.2,Մոխրագույն,150000 կմ,Ավտոմատ,Առջևի
Kia, Տեղադրված է՝  31.03.2019, ID: 2098803,Forte Coupe ,7 500 $,2013,,Կապույտ,,Կուպե,,Ձախ,,2.4 doch,Բենզին,,,88000 մղոն,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098802,Astra ,2 700 $,2001,,Արծաթագույն,,Հետչբեք,,Ձախ,,1.6,Բենզին,,,152000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098800,GX 460 ,26 500 $,2010,,Սպիտակ,5,Ամենագնաց,,Ձախ,,MAQUR CARFAX-GORCARANAYIN VICHAK,Բենզին,4.6,Բեժ,136000 կմ,Ավտոմատ,Լիաքարշակ
Kia, Տեղադրված է՝  31.03.2019, ID: 2098796,Forte ,5 900 $,2010,,Սև,,Սեդան,,Ձախ,,Kia forte 2.0,Գազ,,Մոխրագույն,122000 կմ,Ավտոմատ,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098795,Forte ,5 900 $,2010,,Սև,,Սեդան,,Ձախ,,Kia forte 2.0,Գազ,,Մոխրագույն,122000 կմ,Ավտոմատ,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098791,Optima ,8 400 $,2012,"17""",Սև,4,Սեդան,,Ձախ,4,"PANARAMA, MEC MONITOR, START-STO",Բենզին,2.4,,81000 կմ,Ավտոմատ,Առջևի
Kia, Տեղադրված է՝  31.03.2019, ID: 2098786,Sportage ,13 000 $,2011,"18""",Սպիտակ,5,Ամենագնաց,177,Ձախ,4,Dohc 2.4,Բենզին,2.4,Սև,149000 կմ,Ավտոմատ,Լիաքարշակ
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098785,GX 470 ,12 700 $,2005,,Սև,,Ամենագնաց,,Ձախ,,2005-2004t,Գազ,,,142000 կմ,Ավտոմատ,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098776,Soul ,6 200 $,2010,,Արծաթագույն,,Սեդան,,Ձախ,,Full,Բենզին,,,97000 մղոն,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098773,Astra ,2 900 $,2001,,Սև,,Հետչբեք,,Ձախ,,PROSTOI MOTOR IJEKTR 1.6,Բենզին,,,177000 կմ,Մեխանիկական,
Mitsubishi, Տեղադրված է՝  31.03.2019, ID: 2098772,Grandis ,5 550 $,2006,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Աջ,,Sport Gear,Բենզին,,,106000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098771,Astra ,2 900 $,2001,,Սև,,Հետչբեք,,Ձախ,,PROSTOI MOTOR IJEKTR 1.6,Բենզին,,,177000 կմ,Մեխանիկական,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098750,Sorento ,8 500 $,2011,"18""",Մոխրագույն,5,Ամենագնաց,277,Ձախ,6,,Բենզին,3.5,Սև,132770 մղոն,Ավտոմատ,Առջևի
Opel, Տեղադրված է՝  31.03.2019, ID: 2098738,Zafira ,3 300 $,2000,,Արծաթագույն,,Ամենագնաց,,Ձախ,,,Բենզին,,,165000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098728,RX 330 ,9 700 $,2005,,Սպիտակ,,Ամենագնաց,,Ձախ,,Lexus rx330,Գազ,,,150000 կմ,Ավտոմատ,
Niva, Տեղադրված է՝  31.03.2019, ID: 2098726,4x4 Urban ,9 000 $,2018,,Սև,,Կուպե,,Ձախ,,Niva 2121 2018,Բենզին,,,22200 կմ,Մեխանիկական,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098723,Forte ,6 300 $,2012,"15""",Այլ գույն,4,Սեդան,156,Ձախ,4,eco (Փոխանակում),Գազ,2.0,Սև,74500 մղոն,Ավտոմատ,Առջևի
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098717,RX 350 ,13 000 $,2008,,Սպիտակ,,Սեդան,,Ձախ,,31.03.2019,Բենզին,,,115000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098712,Astra ,3 100 $,2002,"15""",Արծաթագույն,5,Հետչբեք,84,Ձախ,4,-2003-Njoi-,Բենզին,1.6,Մոխրագույն,139000 կմ,Մեխանիկական,Առջևի
Niva, Տեղադրված է՝  31.03.2019, ID: 2098693,2121 ,5 400 $,2012,,Սպիտակ,,Ամենագնաց,,Ձախ,,,Գազ,,,66000 կմ,Մեխանիկական,
Mitsubishi, Տեղադրված է՝  31.03.2019, ID: 2098687,Pajero Pinin (IO) ,4 500 $,2002,"16""",Սպիտակ,5,Ունիվերսալ,136,Ձախ,4,,Գազ,2.0,Սև,118000 կմ,Ավտոմատ,Լիաքարշակ
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098685,GX 470 ,15 700 $,2006,,Սպիտակ,,Ամենագնաց,,Ձախ,,,Բենզին,,,154000 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098682,GX 470 ,17 500 $,2006,,Սև,,Ամենագնաց,,Ձախ,,Sport,Գազ,,,95500 մղոն,Ավտոմատ,
Mitsubishi, Տեղադրված է՝  31.03.2019, ID: 2098680,Pajero Pinin (IO) ,3 800 $,2002,"16""",Արծաթագույն,5,Ունիվերսալ,136,Ձախ,4,,Գազ,2.0,Բեժ,140000 կմ,Ավտոմատ,Լիաքարշակ
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098678,GX 470 ,14 900 $,2006,"17""",Սպիտակ,4,Ունիվերսալ,263,Ձախ,8,MEQENAN CANAPARIN E !,Բենզին,4.7,Սև,122500 կմ,Ավտոմատ,Լիաքարշակ
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098672,RX 350 ,11 500 $,2007,,Սպիտակ,,Ամենագնաց,,Ձախ,,,Բենզին,,,116000 մղոն,Ավտոմատ,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098668,Optima ,8 000 $,2011,,Մոխրագույն,,Սեդան,,Ձախ,,Full,Բենզին,,,67000 կմ,Ավտոմատ,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098667,Optima ,9 000 $,2013,"18""",Սպիտակ,,Սեդան,,Ձախ,,SX SPORT 2.0 TURBO,Բենզին,2.0,Սև,75665 մղոն,Ավտոմատ,Առջևի
Opel, Տեղադրված է՝  31.03.2019, ID: 2098658,Astra ,2 800 $,2001,,Արծաթագույն,,Հետչբեք,,Ձախ,,,Բենզին,,,123000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098651,Astra ,2 600 $,2003,,Սև,,Հետչբեք,,Ձախ,,1.6 Echotech,Բենզին,,,145000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098627,RX 330 ,12 500 $,2004,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,,,146000 մղոն,Ավտոմատ,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098626,RX 330 ,12 500 $,2004,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,,,146000 մղոն,Ավտոմատ,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098610,GX 460 ,40 000 $,2014,,Սպիտակ,,Ամենագնաց,,Ձախ,,Full Restayling,Բենզին,,,46912 մղոն,Ավտոմատ,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098589,Sorento ,4 500 $,2004,,Ոսկեգույն,,Ամենագնաց,,Ձախ,,,Բենզին,,,159000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098584,Zafira ,4 200 $,2003,"16""",Սև,4,Ունիվերսալ,146,Ձախ,4,Zavatskoy avtoya SENC AVTO CEKA,Բենզին,2.2,Սև,120000 կմ,Մեխանիկական,Առջևի
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098581,GX 470 ,13 500 $,2005,,Մոխրագույն,,Ունիվերսալ,,Ձախ,,Առանց վթարի մեքենա,Բենզին,,,178000 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098566,GX 470 ,18 500 $,2008,,Սև,,Ամենագնաց,,Ձախ,,MAQUR CARFAX CHPCHAC 2007/11-200,Բենզին,,,137000 մղոն,Ավտոմատ,
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098560,RX 350 ,23 000 $,2013,"18""",Սպիտակ,5,Ունիվերսալ,,Ձախ,6,,Բենզին,3.5,Սև,56000 մղոն,Ավտոմատ,Լիաքարշակ
Lexus, Տեղադրված է՝  31.03.2019, ID: 2098558,RX 350 ,15 800 $,2010,"18""",Արծաթագույն,5,Ունիվերսալ,,Ձախ,6,,Բենզին,3.5,Սև,63000 մղոն,Ավտոմատ,Լիաքարշակ
Mitsubishi, Տեղադրված է՝  31.03.2019, ID: 2098553,Colt ,2 550 $,2003,,Արծաթագույն,,Հետչբեք,90,Աջ,,,Գազ,1.3,,180000 կմ,Ավտոմատ,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098549,Sorento ,11 300 $,2011,,Սև,,Ամենագնաց,,Ձախ,,3.5 Mator 4*4,Բենզին,,,53300 մղոն,Ավտոմատ,
Kia, Տեղադրված է՝  31.03.2019, ID: 2098548,Sorento ,11 300 $,2011,,Սև,,Ամենագնաց,,Ձախ,,3.5 Mator 4*4,Բենզին,,,53300 մղոն,Ավտոմատ,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098546,Astra ,2 900 $,2001,,Արծաթագույն,,Ունիվերսալ,,Ձախ,,Astra g 1.6 prastoy,Բենզին,,,175000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098544,Zafira ,3 900 $,2003,,Կապույտ,,Ունիվերսալ,,Ձախ,,1.6 cng,Բենզին,,,200000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098543,Zafira ,3 900 $,2003,,Կապույտ,,Ունիվերսալ,,Ձախ,,1.6 cng,Բենզին,,,200000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098526,Zafira ,3 200 $,2000,,Սպիտակ,,Ունիվերսալ,,Ձախ,,ELEGANS. NOR BERAT,Բենզին,,,190000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  31.03.2019, ID: 2098500,Zafira ,4 200 $,2004,"16""",Այլ գույն,5,Մինիվեն / Միկրոավտոբուս,125,Ձախ,4,"1,8 Z",Բենզին,1.8,Մոխրագույն,144000 կմ,Մեխանիկական,Առջևի
