,brand,date,id_val,model,price,year,Անվահեծերը,Գույնը,Դռների քանակը,Թափքը,Ձիաուժը,Ղեկը,Մխոցների քանակը,Մոդիֆիկացիան,Շարժիչը,Շարժիչի ծավալը,Սրահի գույնը,Վազքը,Փոխանցման տուփը,Քարշակը
58,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832961,IS 250 ,9 500 $,2008,,Բալագույն,,Սեդան,204,Ձախ,,,Բենզին,2.5,Սև,115000 կմ,Ավտոմատ,
59,Mazda, Տեղադրված է՝  02.10.2018, ID: 1832960,6 ,5 500 $,2008,,Արծաթագույն,,Սեդան,,Ձախ,,,Բենզին,,,75000 կմ,Ավտոմատ,
60,Kia, Տեղադրված է՝  02.10.2018, ID: 1832921,Optima ,6 500 $,2011,,Արծաթագույն,,Սեդան,200,Ձախ,,,Բենզին,2.4,Մոխրագույն,115000 մղոն,Ավտոմատ,
61,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832892,GX 460 ,28 000 $,2011,,Սև,,Ամենագնաց,,Ձախ,,!!!! ՖՈՒԼԼ ՌԵՍՏԱՅԼԻՆԳ !!!!,Բենզին,,Սև,145000 կմ,Ավտոմատ,
62,Land Rover, Տեղադրված է՝  02.10.2018, ID: 1832883,Range Rover Sport ,13 500 $,2006,,Սև,,Ամենագնաց,,Ձախ,,4.4 HSE,Գազ,,,135000 կմ,Ավտոմատ,
63,Mazda, Տեղադրված է՝  02.10.2018, ID: 1832878,CX5 ,29 500 $,2019,,Սպիտակ,,Ամենագնաց,,Ձախ,,,Բենզին,,,10 կմ,Ավտոմատ,
64,Mitsubishi, Տեղադրված է՝  02.10.2018, ID: 1832835,Grandis ,4 500 $,2003,,Արծաթագույն,,Ունիվերսալ,,Աջ,,,Գազ,,,220000 կմ,Կիսաավտոմատ,
65,Kia, Տեղադրված է՝  02.10.2018, ID: 1832804,Optima ,14 000 $,2015,,Սև,,Սեդան,,Ձախ,,SXL 2.0L TURBO,Բենզին,,,42000 մղոն,Ավտոմատ,
66,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832742,LX 470 ,21 000 $,2006,,Սև,4,Ամենագնաց,,Ձախ,,"ԳԱԶԻ ԲԱԼՈՆ 2,4,ԻԺԵԿՏՈՐ",Գազ,4.7,,180000 կմ,Ավտոմատ,Լիաքարշակ
67,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832721,RX 350 ,23 000 $,2013,,Սպիտակ,,Ունիվերսալ,,Ձախ,,,Բենզին,,,48000 մղոն,Ավտոմատ,
68,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832720,IS 250 ,6 300 $,2006,,Արծաթագույն,,Սեդան,,Ձախ,,,Բենզին,,,170000 կմ,Ավտոմատ,
69,Mazda, Տեղադրված է՝  02.10.2018, ID: 1832713,3 ,8 700 $,2014,,Սպիտակ,,Հետչբեք,,Ձախ,,,Բենզին,,,40000 մղոն,Ավտոմատ,
70,Mazda, Տեղադրված է՝  02.10.2018, ID: 1832691,6 ,12 900 $,2014,,Սպիտակ,,Սեդան,,Ձախ,,,Բենզին,,,55000 կմ,Ավտոմատ,
71,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832684,GX 470 ,18 000 $,2008,,Սև,4,Ամենագնաց,,Ձախ,8,"Restyling,CARFAX ՄԱՔՈՒՐ,Նոր բերվ",Բենզին,4.7,,135000 մղոն,Ավտոմատ,Լիաքարշակ
72,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832670,GX 470 ,16 900 $,2007,,Սպիտակ,4,Ամենագնաց,,Ձախ,8,"Restyling,CARFAX ՄԱՔՈՒՐ,Նոր բերվ",Բենզին,4.7,,107000 մղոն,Ավտոմատ,Լիաքարշակ
73,Mazda, Տեղադրված է՝  02.10.2018, ID: 1832660,6 ,12 500 $,2014,,Արծաթագույն,,Սեդան,,Ձախ,,Grand Touring,Բենզին,,,68000 մղոն,Ավտոմատ,
74,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832656,GX 460 ,27 300 $,2011,,Սև,4,Ամենագնաց,,Ձախ,8,"Restyling,CARFAX ՄԱՔՈՒՐ,Նոր բերվ",Բենզին,4.6,,50000 մղոն,Ավտոմատ,Լիաքարշակ
75,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832620,GX 470 ,17 600 $,2009,,Սև,4,Ամենագնաց,,Ձախ,8,"Restyling,CARFAX ՄԱՔՈՒՐ,Նոր բերվ",Բենզին,4.7,,98000 մղոն,Ավտոմատ,Լիաքարշակ
76,Kia, Տեղադրված է՝  02.10.2018, ID: 1832610,Optima ,7 300 $,2011,,Սև,,Սեդան,,Ձախ,,IDIALAKAN VIJAK,Բենզին,,,117000 կմ,Ավտոմատ,
77,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832595,GX 470 ,15 200 $,2006,,Սպիտակ,4,Ամենագնաց,,Ձախ,8,"Restyling,CARFAX ՄԱՔՈՒՐ,Նոր բերվ",Բենզին,4.7,,131000 մղոն,Ավտոմատ,Լիաքարշակ
78,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832588,GX 470 ,15 500 $,2007,,Սև,4,Ամենագնաց,,Ձախ,8,"Restyling,CARFAX ՄԱՔՈՒՐ,Նոր բերվ",Բենզին,4.7,,127000 մղոն,Ավտոմատ,Լիաքարշակ
79,Jeep, Տեղադրված է՝  02.10.2018, ID: 1832577,Grand Cherokee ,4 500 $,2001,"17""",Մոխրագույն,5,Ամենագնաց,236,Ձախ,8,V8 4.7l Limited,Գազ,4.7,Բեժ,195000 մղոն,Ավտոմատ,Լիաքարշակ
80,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832566,GX 470 ,13 700 $,2005,,Սպիտակ,,Ամենագնաց,,Ձախ,,RESTAYLING ANTERI VIJAK,Բենզին,,,142000 կմ,Ավտոմատ,
81,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832523,GX 470 ,13 500 $,2004,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,,,159000 մղոն,Ավտոմատ,
82,Kia, Տեղադրված է՝  02.10.2018, ID: 1832488,Optima ,15 900 $,2017,"16""",Սև,4,Սեդան,,Ձախ,4,FE LX,Բենզին,2.4,Բեժ,16500 մղոն,Ավտոմատ,Առջևի
83,Mitsubishi, Տեղադրված է՝  02.10.2018, ID: 1832475,Outlander ,9 900 $,2011,"18""",Մոխրագույն,4,Ամենագնաց,147,Ձախ,4,Sport SE,Բենզին,2.0,,67000 մղոն,Ավտոմատ,Առջևի
84,Kia, Տեղադրված է՝  02.10.2018, ID: 1832446,Optima ,9 900 $,2015,"16""",Այլ գույն,4,Սեդան,198,Ձախ,4,Restyling!2014-2015 Վազքը Իրական,Բենզին,2.4,Բեժ,81000 կմ,Ավտոմատ,Առջևի
85,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832438,GX 460 ,30 000 $,2011,"18""",Սև,4,Ամենագնաց,296,Ձախ,8,CLEAN CARFAX FLORIDA,Բենզին,4.6,Մոխրագույն,140000 կմ,Ավտոմատ,Լիաքարշակ
86,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832432,RX 350 ,10 900 $,2008,"18""",Արծաթագույն,4,Ամենագնաց,,Ձախ,6,2007 2008,Բենզին,3.5,Բեժ,85000 կմ,Ավտոմատ,Լիաքարշակ
87,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832429,GX 470 ,18 500 $,2007,,Ոսկեգույն,,Ունիվերսալ,,Ձախ,,,Բենզին,,,140000 մղոն,Ավտոմատ,
88,Mitsubishi, Տեղադրված է՝  02.10.2018, ID: 1832406,Pajero ,7 990 $,2005,,Սպիտակ,4,Ամենագնաց,,Ձախ,,,Բենզին,3.8,Մոխրագույն,129000 մղոն,Ավտոմատ,Լիաքարշակ
89,Lexus, Տեղադրված է՝  02.10.2018, ID: 1832405,GX 460 ,27 500 $,2010,"18""",Սև,5,Ամենագնաց,296,Ձախ,8,FULL,Բենզին,4.6,Շագանակագույն,98000 մղոն,Ավտոմատ,Լիաքարշակ
90,Mazda, Տեղադրված է՝  02.10.2018, ID: 1832402,CX7 ,8 800 $,2008,,Այլ գույն,5,Ամենագնաց,,Ձախ,6,full,Բենզին,3.5,Սև,110000 կմ,Ավտոմատ,
91,Mitsubishi, Տեղադրված է՝  02.10.2018, ID: 1832397,Grandis ,5 500 $,2006,,Արծաթագույն,,Մինիվեն / Միկրոավտոբուս,,Աջ,,,Բենզին,,,170000 կմ,Ավտոմատ,
92,Mitsubishi, Տեղադրված է՝  02.10.2018, ID: 1832395,Grandis ,5 500 $,2006,,Արծաթագույն,,Մինիվեն / Միկրոավտոբուս,,Աջ,,,Բենզին,,,170000 կմ,Ավտոմատ,
93,Kia, Տեղադրված է՝  01.10.2018, ID: 1832366,Sorento ,10 300 $,2011,"18""",Սպիտակ,,Ամենագնաց,,Ձախ,6,3.5 EX,Բենզին,3.5,Բեժ,114000 մղոն,Ավտոմատ,Լիաքարշակ
94,Lexus, Տեղադրված է՝  01.10.2018, ID: 1832354,RX 350 ,31 000 $,2015,,Սպիտակ,,Ամենագնաց,,Ձախ,,"2016 թ. վաճառք, 4x4, FULL",Բենզին,,,20000 կմ,Ավտոմատ,Լիաքարշակ
95,Lexus, Տեղադրված է՝  01.10.2018, ID: 1832353,GX 470 ,17 000 $,2005,"17""",Սև,4,Ունիվերսալ,263,Ձախ,8,2009 RESTAYLING -VVT-i MATOR,Բենզին,4.7,Բեժ,112500 կմ,Ավտոմատ,Լիաքարշակ
96,Lexus, Տեղադրված է՝  01.10.2018, ID: 1832351,GX 470 ,18 000 $,2006,"17""",Սպիտակ,5,Ամենագնաց,273,Ձախ,8,nor bervac MAQUR CARFAX,Բենզին,4.7,Բեժ,135000 մղոն,Ավտոմատ,Լիաքարշակ
97,Lexus, Տեղադրված է՝  01.10.2018, ID: 1832346,GX 470 ,23 500 $,2009,"17""",Սպիտակ,4,Ունիվերսալ,273,Ձախ,8,ORIGINAL VAZQNA 93000,Բենզին,4.7,Բեժ,93000 կմ,Ավտոմատ,Լիաքարշակ
98,Lexus, Տեղադրված է՝  01.10.2018, ID: 1832342,RX 350 ,25 600 $,2013,,Սպիտակ,5,Ամենագնաց,,Ձախ,,"2014 թ. վաճառք, 4x4, FULL",Բենզին,,Սև,68000 կմ,Ավտոմատ,Լիաքարշակ
99,Kia, Տեղադրված է՝  01.10.2018, ID: 1832334,Sportage ,7 500 $,2013,,Այլ գույն,,Ամենագնաց,,Ձախ,,4x4 vtarvac,Բենզին,,,106000 մղոն,Ավտոմատ,
100,Lexus, Տեղադրված է՝  01.10.2018, ID: 1832331,GX 470 ,12 500 $,2004,,Արծաթագույն,,Սեդան,,Ձախ,,,Բենզին,,,125000 մղոն,Ավտոմատ,
101,Lexus, Տեղադրված է՝  01.10.2018, ID: 1832291,GX 470 ,12 500 $,2003,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,,,126000 կմ,Ավտոմատ,
102,Kia, Տեղադրված է՝  01.10.2018, ID: 1832250,Sorento ,6 200 $,2005,,Երկնագույն,,Ունիվերսալ,,Ձախ,,,Բենզին,,,149000 կմ,Ավտոմատ,
103,Kia, Տեղադրված է՝  01.10.2018, ID: 1832235,Forte ,5 800 $,2010,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,71000 մղոն,Ավտոմատ,
104,Kia, Տեղադրված է՝  01.10.2018, ID: 1832218,Sorento ,15 500 $,2014,,Սպիտակ,,Ամենագնաց,,Ձախ,,Ex 3.5 4×4,Բենզին,,,80000 մղոն,Ավտոմատ,
105,Kia, Տեղադրված է՝  01.10.2018, ID: 1832181,Sorento ,7 200 $,2005,"16""",Սև,5,Ամենագնաց,195,Ձախ,6,EX,Գազ,3.5,Այլ գույն,210000 կմ,Ավտոմատ,Լիաքարշակ
106,Kia, Տեղադրված է՝  01.10.2018, ID: 1832168,Forte ,6 500 $,2010,,Սև,,Ունիվերսալ,,Ձախ,,SX,Բենզին,,,93000 մղոն,Ավտոմատ,
107,Mitsubishi, Տեղադրված է՝  01.10.2018, ID: 1832161,Pajero Pinin (IO) ,4 200 $,2000,,Սպիտակ,,Ամենագնաց,,Ձախ,,,Բենզին,,,110000 կմ,Ավտոմատ,
108,Mazda, Տեղադրված է՝  01.10.2018, ID: 1832158,MPV ,5 200 $,2006,,Այլ գույն,5,Մինիվեն / Միկրոավտոբուս,163,Աջ,,,Բենզին,2.3,,108000 կմ,Ավտոմատ,Լիաքարշակ
109,Kia, Տեղադրված է՝  01.10.2018, ID: 1832080,Sportage ,9 500 $,2011,"17""",Մոխրագույն,5,Ամենագնաց,,Ձախ,,,Բենզին,2.4,Մոխրագույն,130000 կմ,Ավտոմատ,Լիաքարշակ
110,Land Rover, Տեղադրված է՝  01.10.2018, ID: 1832053,Range Rover Evoque ,16 900 $,2007,,Սև,,Ամենագնաց,,Ձախ,,,Բենզին,4.2,,200000 կմ,Ավտոմատ,
111,Mitsubishi, Տեղադրված է՝  01.10.2018, ID: 1831990,Pajero Pinin (IO) ,4 100 $,2000,,Սև,,Ամենագնաց,,Ձախ,,,Բենզին,,,130000 կմ,Ավտոմատ,
112,Land Rover, Տեղադրված է՝  01.10.2018, ID: 1831987,Range Rover Sport ,47 700 $,2014,,Սպիտակ,,Ամենագնաց,,Ձախ,,L405,Բենզին,,,65700 կմ,Ավտոմատ,
113,Mazda, Տեղադրված է՝  01.10.2018, ID: 1831951,3 ,4 900 $,2010,,Մոխրագույն,4,Սեդան,167,Ձախ,4,Mazda 3 S Grand Touring,Բենզին,2.5,Սև,121000 մղոն,Ավտոմատ,Առջևի
114,Lexus, Տեղադրված է՝  01.10.2018, ID: 1831914,RX 300 ,6 800 $,2001,,Արծաթագույն,,Ամենագնաց,,Ձախ,,Vvt.i,Գազ,,,204000 կմ,Ավտոմատ,
115,Mitsubishi, Տեղադրված է՝  01.10.2018, ID: 1831890,Pajero ,11 500 $,2007,"16""",Սև,5,Ամենագնաց,,Ձախ,4,,Բենզին,3.0,Սև,117000 կմ,Ավտոմատ,Լիաքարշակ
116,Mitsubishi, Տեղադրված է՝  01.10.2018, ID: 1831862,Pajero ,13 000 $,2007,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,3.0,Սև,173000 կմ,Ավտոմատ,
