,brand,date,id_val,model,price,year,Անվահեծերը,Գույնը,Դռների քանակը,Թափքը,Ձիաուժը,Ղեկը,Մխոցների քանակը,Մոդիֆիկացիան,Շարժիչը,Շարժիչի ծավալը,Սրահի գույնը,Վազքը,Փոխանցման տուփը,Քարշակը
16,Ford, Տեղադրված է՝  24.10.2018, ID: 1857460,Transit ,7 200 $,2001,"16""",Սպիտակ,4,Ֆուրգոն,120,Ձախ,4,120dziauj,Դիզել,2.4,,176000 կմ,Մեխանիկական,Ետևի
17,Honda, Տեղադրված է՝  24.10.2018, ID: 1857395,Elysion ,5 600 $,2006,"16""",Սև,5,Մինիվեն / Միկրոավտոբուս,,Ձախ,,Honda Elysion 2006 Idealakan,Բենզին,2.4,Սև,134000 կմ,Ավտոմատ,Առջևի
18,Honda, Տեղադրված է՝  24.10.2018, ID: 1857348,CR-V ,3 250 000 ֏,2005,"16""",Սպիտակ,5,Ամենագնաց,160,Ձախ,4,,Բենզին,2.4,Բեժ,215000 կմ,Ավտոմատ,Լիաքարշակ
19,Honda, Տեղադրված է՝  24.10.2018, ID: 1857335,Elysion ,4 700 $,2005,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,Ձախ Ղեկ,Բենզին,,,139000 կմ,Ավտոմատ,
20,Ford, Տեղադրված է՝  24.10.2018, ID: 1857273,Explorer ,16 000 $,2012,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,190000 կմ,Ավտոմատ,
21,Infiniti, Տեղադրված է՝  24.10.2018, ID: 1857271,FX35 ,12 700 $,2009,"18""",Սպիտակ,4,Ամենագնաց,303,Ձախ,6,"ԳԵՐԱԶԱՆՏ,,ՎԻՋԱԿ,",Բենզին,3.5,Սև,125000 կմ,Ավտոմատ,Լիաքարշակ
22,Infiniti, Տեղադրված է՝  24.10.2018, ID: 1857260,FX35 ,8 800 $,2006,"18""",Կարմիր,5,Ամենագնաց,,Ձախ,6,,Բենզին,3.5,Սև,121000 մղոն,Ավտոմատ,Լիաքարշակ
23,Infiniti, Տեղադրված է՝  23.10.2018, ID: 1857136,FX35 ,13 500 $,2009,"20""",Սպիտակ,5,Ամենագնաց,,Ձախ,6,GERAZANC VICHAK 4x4,Բենզին,3.5,Սև,123000 մղոն,Ավտոմատ,Լիաքարշակ
24,Honda, Տեղադրված է՝  23.10.2018, ID: 1857119,Elysion ,6 500 $,2005,,Արծաթագույն,5,Ունիվերսալ,184/250,Աջ,6,,Գազ,3.0,Մոխրագույն,170000 կմ,Ավտոմատ,
25,Honda, Տեղադրված է՝  23.10.2018, ID: 1857118,Fit ,3 700 $,2008,,Սև,,Հետչբեք,,Աջ,,,Բենզին,,,100000 կմ,Վարիատոր,
26,Honda, Տեղադրված է՝  23.10.2018, ID: 1857097,Fit ,2 800 $,2005,"14""",Կապույտ,5,Հետչբեք,87,Ձախ,4,4wd,Բենզին,1.3,Կապույտ,202000 կմ,Ավտոմատ,Առջևի
27,Ford, Տեղադրված է՝  23.10.2018, ID: 1857082,Transit ,9 500 $,2005,,Սպիտակ,,Ֆուրգոն,,Ձախ,,"JAMBO,բեռնատար,Նոր է բերված",Դիզել,2.4,,176000 կմ,Մեխանիկական,
28,Honda, Տեղադրված է՝  23.10.2018, ID: 1856702,CR-V ,7 200 $,2006,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,,,117000 մղոն,Ավտոմատ,
29,Honda, Տեղադրված է՝  23.10.2018, ID: 1856678,Civic ,9 500 $,2011,,Կապույտ,,Սեդան,,Ձախ,,1.8 L,Բենզին,1.8,,91000 մղոն,Ավտոմատ,Առջևի
30,Infiniti, Տեղադրված է՝  23.10.2018, ID: 1856671,FX35 ,17 000 $,2009,"20""",Սպիտակ,5,Ամենագնաց,307,Ձախ,6,,Բենզին,3.5,Բեժ,108000 մղոն,Ավտոմատ,Լիաքարշակ
31,Honda, Տեղադրված է՝  23.10.2018, ID: 1856594,Elysion ,5 850 $,2006,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,Nor berac,Բենզին,,,97000 կմ,Ավտոմատ,
32,Ford, Տեղադրված է՝  23.10.2018, ID: 1856440,Escape ,8 100 $,2012,,Սև,,Ամենագնաց,,Ձախ,,Limited,Բենզին,,,102000 կմ,Ավտոմատ,
33,Honda, Տեղադրված է՝  23.10.2018, ID: 1856433,Elysion ,5 350 $,2006,"16""",Սպիտակ,4,Մինիվեն / Միկրոավտոբուս,160,Ձախ,4,Dzax Ruyl.Maqsazercvac E,Բենզին,2.4,Սև,92000 կմ,Ավտոմատ,Առջևի
34,Ford, Տեղադրված է՝  23.10.2018, ID: 1856423,Transit ,5 600 $,2004,"16""",Սպիտակ,4,Ֆուրգոն,90,Ձախ,4,Transit,Դիզել,2.4,Սև,19000 կմ,Մեխանիկական,Ետևի
35,Infiniti, Տեղադրված է՝  23.10.2018, ID: 1856422,FX35 ,26 500 $,2012,"20""",Սպիտակ,,Ամենագնաց,,Ձախ,,,Բենզին,3.5,Շագանակագույն,68000 կմ,Ավտոմատ,Լիաքարշակ
36,Honda, Տեղադրված է՝  23.10.2018, ID: 1856277,Elysion ,7 300 $,2007,,Սև,,Մինիվեն / Միկրոավտոբուս,300,Ձախ,,,Բենզին,3.5,Սև,105000 կմ,Ավտոմատ,
37,Honda, Տեղադրված է՝  23.10.2018, ID: 1856238,Elysion ,5 800 $,2006,,Սև,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Բենզին,,,125000 կմ,Ավտոմատ,
38,Ford, Տեղադրված է՝  23.10.2018, ID: 1856237,Transit ,5 200 $,2003,,Սպիտակ,,Ֆուրգոն,,Ձախ,,NOR BERVAC. 100 DZIAUJ,Դիզել,,,100000 կմ,Մեխանիկական,
39,Honda, Տեղադրված է՝  23.10.2018, ID: 1856232,Elysion ,5 800 $,2006,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Բենզին,,,116000 կմ,Ավտոմատ,
40,Honda, Տեղադրված է՝  23.10.2018, ID: 1856223,Elysion ,6 000 $,2007,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Բենզին,,,176000 կմ,Ավտոմատ,
41,Ford, Տեղադրված է՝  23.10.2018, ID: 1856220,Transit ,8 800 $,2010,,Սպիտակ,,Ֆուրգոն,125,Ձախ,,"ԲԵՌՆԱՈՒՂԵՎՈՐԱՏԱՐ,9ՆՍՏԱՏԵՂ,",Դիզել,2.4,,157000 կմ,Մեխանիկական,
42,Honda, Տեղադրված է՝  23.10.2018, ID: 1856165,Accord ,15 600 $,2013,"17""",Մոխրագույն,4,Սեդան,185,Ձախ,4,EX 2.4 CVT,Բենզին,2.4,Մոխրագույն,30120 մղոն,Վարիատոր,Առջևի
43,Honda, Տեղադրված է՝  23.10.2018, ID: 1855992,Elysion ,5 600 $,2006,"17""",Սև,5,Ունիվերսալ,160,Փոխված աջից ձախ,4,Super avto JAPAN,Բենզին,2.4,Սև,206000 կմ,Ավտոմատ,Առջևի
44,Honda, Տեղադրված է՝  23.10.2018, ID: 1855985,Elysion ,6 500 $,2007,,Սև,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,2.4 mator,Բենզին,,,85000 կմ,Ավտոմատ,
45,Honda, Տեղադրված է՝  23.10.2018, ID: 1855983,Elysion ,5 800 $,2007,"17""",Արծաթագույն,5,Ունիվերսալ,160,Փոխված աջից ձախ,4,Super avto JAPAN,Բենզին,2.4,Սև,139000 կմ,Ավտոմատ,Առջևի
46,Infiniti, Տեղադրված է՝  23.10.2018, ID: 1855969,QX4 ,7 000 $,2002,,Բեժ,,Սեդան,,Ձախ,,11111,Գազ,,,195000 կմ,Ավտոմատ,
47,Honda, Տեղադրված է՝  23.10.2018, ID: 1855967,Elysion ,7 500 $,2010,"17""",Կապույտ,5,Ունիվերսալ,160,Փոխված աջից ձախ,4,Super avto JAPAN,Բենզին,2.4,Սև,105800 կմ,Ավտոմատ,Լիաքարշակ
48,Ford, Տեղադրված է՝  23.10.2018, ID: 1855924,Transit ,5 800 $,2006,,Սպիտակ,,Ֆուրգոն,,Ձախ,,"(բեռնատար)ՇՏԱՊ,Նոր է բերված",Դիզել,2.2,,117000 կմ,Մեխանիկական,
49,Infiniti, Տեղադրված է՝  23.10.2018, ID: 1855850,FX35 ,9 500 $,2007,,Սպիտակ,,Ամենագնաց,,Ձախ,,Restayling,Բենզին,,,97000 կմ,Ավտոմատ,
50,Honda, Տեղադրված է՝  23.10.2018, ID: 1855846,Pilot ,19 000 $,2012,"18""",Մոխրագույն,5,Պիկապ,250,Ձախ,6,PIKAP RIDJLAYNE,Բենզին,3.5,Սև,88000 կմ,Ավտոմատ,Լիաքարշակ
51,Honda, Տեղադրված է՝  23.10.2018, ID: 1855816,Elysion ,6 300 $,2007,,Սև,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Բենզին,,,116000 կմ,Ավտոմատ,
52,Ford, Տեղադրված է՝  23.10.2018, ID: 1855814,Transit ,7 500 $,2006,,Արծաթագույն,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Դիզել,,,140000 կմ,Մեխանիկական,
53,Ford, Տեղադրված է՝  23.10.2018, ID: 1855811,Transit ,7 300 $,2003,,Արծաթագույն,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Դիզել,,,140000 կմ,Մեխանիկական,
54,Ford, Տեղադրված է՝  23.10.2018, ID: 1855810,Transit ,7 400 $,2003,,Արծաթագույն,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Դիզել,,,160000 կմ,Մեխանիկական,
55,Ford, Տեղադրված է՝  23.10.2018, ID: 1855809,Transit ,6 200 $,2002,,Կարմիր,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Դիզել,,,160000 կմ,Մեխանիկական,
56,Infiniti, Տեղադրված է՝  23.10.2018, ID: 1855783,FX35 ,10 200 $,2006,,Սպիտակ,,Ունիվերսալ,,Ձախ,,,Գազ,3.5,,180000 կմ,Ավտոմատ,
57,Infiniti, Տեղադրված է՝  23.10.2018, ID: 1855782,FX35 ,10 200 $,2006,,Սպիտակ,,Ունիվերսալ,,Ձախ,,,Գազ,3.5,,180000 կմ,Ավտոմատ,
58,Infiniti, Տեղադրված է՝  23.10.2018, ID: 1855750,FX35 ,11 900 $,2006,"20""",Նարնջագույն,,Ամենագնաց,280,Ձախ,,3.5 4x4,Գազ,3.5,Սև,230000 կմ,Ավտոմատ,Լիաքարշակ
59,Infiniti, Տեղադրված է՝  22.10.2018, ID: 1855715,FX35 ,9 300 $,2006,,Մոխրագույն,,Ամենագնաց,,Ձախ,,Restayling 4х4,Բենզին,,,150000 կմ,Ավտոմատ,
60,Honda, Տեղադրված է՝  22.10.2018, ID: 1855694,Elysion ,5 500 $,2004,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Աջ,,,Գազ,,,156000 կմ,Ավտոմատ,
61,Jeep, Տեղադրված է՝  22.10.2018, ID: 1855647,Grand Cherokee ,6 300 $,2006,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,4.7,Մոխրագույն,240000 կմ,Ավտոմատ,
62,Ford, Տեղադրված է՝  22.10.2018, ID: 1855579,Fusion ,12 000 $,2015,,Սպիտակ,4,Սեդան,,Ձախ,4,2.0L SE,Բենզին,2.0,Սև,53000 մղոն,Ավտոմատ,Առջևի
63,Honda, Տեղադրված է՝  22.10.2018, ID: 1855518,Odyssey ,5 000 $,2003,,Կապույտ,,Ունիվերսալ,,Ձախ,,3.5,Գազ,,,150000 կմ,Ավտոմատ,
64,GAZ, Տեղադրված է՝  22.10.2018, ID: 1855513,31105 ,2 200 $,2007,,Արծաթագույն,,Սեդան,,Ձախ,,,Գազ,,,120000 կմ,Մեխանիկական,
65,Infiniti, Տեղադրված է՝  22.10.2018, ID: 1855487,G37 ,14 300 $,2012,"18""",Սպիտակ,4,Սեդան,,Ձախ,6,REYSTAYLING XS 11.2011,Բենզին,3.7,Սև,101000 կմ,Ավտոմատ,Լիաքարշակ
66,Honda, Տեղադրված է՝  22.10.2018, ID: 1855484,Fit ,2 300 $,2003,,Կապույտ,,Հետչբեք,,Աջ,,606,Գազ,,,226000 կմ,Վարիատոր,
67,Honda, Տեղադրված է՝  22.10.2018, ID: 1855470,Domani ,3 000 $,2000,,Արծաթագույն,,Սեդան,,Աջ,,շատ շտապ,Գազ,1.5,Մոխրագույն,113000 կմ,Ավտոմատ,
68,Honda, Տեղադրված է՝  22.10.2018, ID: 1855406,Elysion ,6 000 $,2008,"17""",Սև,4,Ունիվերսալ,,Ձախ,4,idialakan,Բենզին,2.4,Սև,120000 կմ,Ավտոմատ,Առջևի
69,Ford, Տեղադրված է՝  22.10.2018, ID: 1855374,Fusion ,9 900 $,2013,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,141000 մղոն,Ավտոմատ,
70,Infiniti, Տեղադրված է՝  22.10.2018, ID: 1855345,FX35 ,24 000 $,2009,"21""",Սև,5,Ամենագնաց,306,Ձախ,6,Hi-Tech+Black Quartz,Բենզին,3.5,Սև,71000 կմ,Ավտոմատ,Լիաքարշակ
71,Infiniti, Տեղադրված է՝  22.10.2018, ID: 1855285,G35 ,8 600 $,2007,,Սև,,Ամենագնաց,,Ձախ,,,Բենզին,,,110000 մղոն,Ավտոմատ,
72,Jeep, Տեղադրված է՝  22.10.2018, ID: 1855189,Grand Cherokee ,11 000 $,2003,,Կապույտ,4,Պիկապ,,Ձախ,,"1500,Pick Up,Նոր է բերված Ամերի",Բենզին,4.7,,137000 կմ,Ավտոմատ,Լիաքարշակ
73,Infiniti, Տեղադրված է՝  22.10.2018, ID: 1855173,FX35 ,7 300 $,2003,,Արծաթագույն,,Ամենագնաց,,Ձախ,,3.5 4wd,Գազ,,,116000 մղոն,Ավտոմատ,
74,Honda, Տեղադրված է՝  22.10.2018, ID: 1854994,Inspire ,5 300 $,2003,,Սև,,Սեդան,,Աջ,,,Գազ,,Սև,157000 կմ,Ավտոմատ,
75,Ford, Տեղադրված է՝  22.10.2018, ID: 1854949,Transit ,7 200 $,2005,,Սպիտակ,,Ֆուրգոն,,Ձախ,,,Դիզել,,,22 կմ,Մեխանիկական,
76,Ford, Տեղադրված է՝  22.10.2018, ID: 1854854,Focus ,2 500 $,2001,,Մոխրագույն,,Ունիվերսալ,,Ձախ,,16,Բենզին,,,170000 կմ,Մեխանիկական,
77,Jeep, Տեղադրված է՝  22.10.2018, ID: 1854848,Grand Cherokee ,3 800 $,2004,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,,,201700 մղոն,Ավտոմատ,
78,Honda, Տեղադրված է՝  22.10.2018, ID: 1854845,Elysion ,5 500 $,2006,,Սև,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,3.0l,Բենզին,,,112000 կմ,Ավտոմատ,
79,Honda, Տեղադրված է՝  22.10.2018, ID: 1854743,CR-V ,4 500 $,2000,,Ոսկեգույն,,Ամենագնաց,,Ձախ,,,Գազ,,,181000 մղոն,Ավտոմատ,
80,Infiniti, Տեղադրված է՝  22.10.2018, ID: 1854719,G35 ,8 900 $,2006,,Սպիտակ,,Կուպե,,Ձախ,,,Բենզին,,,160000 կմ,Ավտոմատ,
81,Honda, Տեղադրված է՝  22.10.2018, ID: 1854683,Ridgeline ,19 000 $,2012,"18""",Մոխրագույն,5,Պիկապ,250,Ձախ,6,FULL 11.2011,Բենզին,3.5,Սև,88000 կմ,Ավտոմատ,Լիաքարշակ
82,Honda, Տեղադրված է՝  22.10.2018, ID: 1854669,CR-V ,7 800 $,2006,,Սպիտակ,,Ամենագնաց,,Ձախ,,4x4,Գազ,,,100000 կմ,Ավտոմատ,
83,Infiniti, Տեղադրված է՝  22.10.2018, ID: 1854648,I30 ,3 300 $,2000,,Մոխրագույն,,Սեդան,,Ձախ,,,Բենզին,,,174999 մղոն,Ավտոմատ,
84,Honda, Տեղադրված է՝  22.10.2018, ID: 1854636,CR-V ,8 500 $,2009,,Սև,,Ամենագնաց,,Ձախ,,,Բենզին,,,122000 մղոն,Ավտոմատ,
85,Honda, Տեղադրված է՝  22.10.2018, ID: 1854632,Fit ,3 500 $,2002,,Սև,,Հետչբեք,,Աջ,,Vtec 1.5 RS,Գազ,,,140000 կմ,Վարիատոր,
86,Infiniti, Տեղադրված է՝  22.10.2018, ID: 1854623,EX35 ,8 800 $,2005,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,180000 կմ,Ավտոմատ,
87,Honda, Տեղադրված է՝  22.10.2018, ID: 1854616,Elysion ,5 200 $,2005,"16""",Սպիտակ,,Ունիվերսալ,,Ձախ,,Hexuk Gazov,Բենզին,2.4,Բեժ,145000 կմ,Ավտոմատ,Առջևի
88,Honda, Տեղադրված է՝  22.10.2018, ID: 1854608,HR-V ,20 000 $,2016,,Մոխրագույն,,Ամենագնաց,,Ձախ,,,Բենզին,,,31000 մղոն,Ավտոմատ,
89,Chrysler, Տեղադրված է՝  22.10.2018, ID: 1854583,300 ,8 200 $,2006,,Սև,,Սեդան,,Ձախ,,,Գազ,,,94 մղոն,Ավտոմատ,
90,Infiniti, Տեղադրված է՝  22.10.2018, ID: 1854577,FX35 ,19 500 $,2010,"21""",Սև,5,Ամենագնաց,307,Ձախ,6,FX37 S,Բենզին,3.7,Սև,86000 մղոն,Ավտոմատ,Լիաքարշակ
91,Infiniti, Տեղադրված է՝  21.10.2018, ID: 1854394,FX35 ,8 000 $,2004,,Սպիտակ,,Ամենագնաց,,Ձախ,,,Բենզին,,,190000 կմ,Ավտոմատ,
92,Ford, Տեղադրված է՝  21.10.2018, ID: 1854316,Fusion ,9 100 $,2012,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,123000 կմ,Ավտոմատ,
93,Honda, Տեղադրված է՝  21.10.2018, ID: 1854236,Elysion ,5 999 $,2005,,Սև,,Ունիվերսալ,,Ձախ,,2.4 4x4,Բենզին,,,120000 կմ,Ավտոմատ,
94,Honda, Տեղադրված է՝  21.10.2018, ID: 1854216,Elysion ,6 500 $,2006,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Աջ,,2.4,Բենզին,,,91000 կմ,Ավտոմատ,
95,Honda, Տեղադրված է՝  21.10.2018, ID: 1854063,Elysion ,5 800 $,2006,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,Nor berac anteri meqena,Բենզին,,,97000 կմ,Ավտոմատ,
96,Honda, Տեղադրված է՝  21.10.2018, ID: 1853849,Accord ,4 400 $,2003,"16""",Արծաթագույն,5,Սեդան,,Աջ,4,24,Գազ,2.4,Բեժ,145000 կմ,Ավտոմատ,Առջևի
97,Infiniti, Տեղադրված է՝  21.10.2018, ID: 1853819,G35 ,9 900 $,2007,,Մոխրագույն,,Սեդան,,Ձախ,,,Բենզին,,,189000 կմ,Ավտոմատ,
98,Honda, Տեղադրված է՝  21.10.2018, ID: 1853709,Elysion ,6 500 $,2006,,Սպիտակ,,Ունիվերսալ,,Ձախ,,Lyux,Բենզին,,,88000 կմ,Ավտոմատ,
99,Honda, Տեղադրված է՝  21.10.2018, ID: 1853701,Accord ,4 900 $,2004,"17""",Սև,5,Սեդան,155,Աջ,,,Գազ,2.0,Սև,188000 կմ,Ավտոմատ,Առջևի
100,Infiniti, Տեղադրված է՝  21.10.2018, ID: 1853696,FX35 ,16 500 $,2012,,Սպիտակ,,Ամենագնաց,,Ձախ,,Ful,Բենզին,,Բեժ,125000 կմ,Ավտոմատ,Լիաքարշակ
101,Honda, Տեղադրված է՝  21.10.2018, ID: 1853605,Elysion ,8 000 $,2009,"17""",Սպիտակ,5,Մինիվեն / Միկրոավտոբուս,170,Ձախ,6,PRESTIGE,Բենզին,2.4,Սև,125000 կմ,Ավտոմատ,Առջևի
102,GAZ, Տեղադրված է՝  21.10.2018, ID: 1853529,3102 ,4 100 $,2008,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,28000 կմ,Մեխանիկական,
103,GAZ, Տեղադրված է՝  21.10.2018, ID: 1853528,3102 ,4 100 $,2008,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,28000 կմ,Մեխանիկական,
104,Honda, Տեղադրված է՝  21.10.2018, ID: 1853511,Elysion ,5 300 $,2005,,Արծաթագույն,,Ունիվերսալ,,Աջ,,"2,4 i-VTEC",Բենզին,,,169000 կմ,Ավտոմատ,
105,Honda, Տեղադրված է՝  21.10.2018, ID: 1853501,Odyssey ,5 800 $,2005,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Բենզին,,,108000 մղոն,Ավտոմատ,
106,Infiniti, Տեղադրված է՝  21.10.2018, ID: 1853483,QX56 ,15 000 $,2008,,Սպիտակ,,Ամենագնաց,,Ձախ,,,Գազ,,,178000 կմ,Ավտոմատ,
107,Honda, Տեղադրված է՝  21.10.2018, ID: 1853456,Stepwgn ,5 500 $,2005,"15""",Այլ գույն,5,Մինիվեն / Միկրոավտոբուս,155,Աջ,4,2,Գազ,0.2,Սև,130000 կմ,Ավտոմատ,Առջևի
108,Ford, Տեղադրված է՝  21.10.2018, ID: 1853407,Taurus ,5 000 $,2006,"16""",Սպիտակ,4,Սեդան,155,Ձախ,6,,Բենզին,3.0,Մոխրագույն,137000 կմ,Ավտոմատ,Առջևի
109,Honda, Տեղադրված է՝  21.10.2018, ID: 1853376, ,3 200 $,2007,"14""",Դեղին,,Հետչբեք,110,Աջ,,1.5 2wd,Բենզին,1.5,Սև,166000 կմ,Վարիատոր,Առջևի
110,Honda, Տեղադրված է՝  21.10.2018, ID: 1853372,Elysion ,6 400 $,2008,,Արծաթագույն,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,Restyling 2.4,Բենզին,,,110000 կմ,Ավտոմատ,
111,Ford, Տեղադրված է՝  21.10.2018, ID: 1853301,Transit ,6 000 $,2010,,Սպիտակ,,Ֆուրգոն,,Ձախ,,,Բենզին,,,196000 կմ,Ավտոմատ,
112,Honda, Տեղադրված է՝  21.10.2018, ID: 1853253,Odyssey ,5 400 $,2004,,Արծաթագույն,,Մինիվեն / Միկրոավտոբուս,,Աջ,,,Գազ,,,154000 կմ,Ավտոմատ,
113,Ford, Տեղադրված է՝  21.10.2018, ID: 1853212,Transit ,8 700 $,2008,,Սպիտակ,,Ֆուրգոն,,Ձախ,,140DZIAUJ. 6 SKORUST,Դիզել,,,180000 կմ,Մեխանիկական,
114,Ford, Տեղադրված է՝  21.10.2018, ID: 1853139,Transit ,6 700 $,2010,,Սպիտակ,,Ֆուրգոն,,Ձախ,,115 DZIAUJ. NOR BERVAC,Դիզել,,,145000 կմ,Մեխանիկական,
115,Honda, Տեղադրված է՝  21.10.2018, ID: 1853092,Odyssey ,6 800 $,2006,,Բալագույն,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,EXL,Բենզին,,,208000 մղոն,Ավտոմատ,
116,Ford, Տեղադրված է՝  21.10.2018, ID: 1853063,Fusion ,7 000 $,2014,,Սև,,Սեդան,,Աջ,,2.5 prostoy motor,Բենզին,,,91000 մղոն,Ավտոմատ,
117,Ford, Տեղադրված է՝  20.10.2018, ID: 1853009,Focus ,8 000 $,2009,,Սև,5,Հետչբեք,145,Ձախ,4,FORD FOCUS II 2.0,Բենզին,2.0,,150000 կմ,Ավտոմատ,
118,Ford, Տեղադրված է՝  20.10.2018, ID: 1853005,Explorer ,8 300 $,2006,,Սև,,Ամենագնաց,,Ձախ,,LIMITED 4.6,Գազ,,,103000 կմ,Ավտոմատ,
119,Jeep, Տեղադրված է՝  20.10.2018, ID: 1852911,Cherokee ,13 500 $,2008,,Մոխրագույն,4,Ամենագնաց,,Ձախ,,,Գազ,,,192000 կմ,Ավտոմատ,
120,Honda, Տեղադրված է՝  20.10.2018, ID: 1852811,Airwave ,3 900 $,2006,,Մոխրագույն,,Ունիվերսալ,,Աջ,,,Բենզին,,,153000 կմ,Ավտոմատ,
