brand,date,id_val,model,price,year,Անվահեծերը,Գույնը,Դռների քանակը,Թափքը,Ձիաուժը,Ղեկը,Մխոցների քանակը,Մոդիֆիկացիան,Շարժիչը,Շարժիչի ծավալը,Սրահի գույնը,Վազքը,Փոխանցման տուփը,Քարշակը
Mitsubishi, Տեղադրված է՝  25.11.2018, ID: 1903169,Pajero Pinin (IO) ,4 500 $,2002,,Արծաթագույն,,Ամենագնաց,,Ձախ,,,Բենզին,,,160000 կմ,Ավտոմատ,
Mitsubishi, Տեղադրված է՝  25.11.2018, ID: 1903150,Pajero ,11 500 $,2007,"17""",Սև,,Ամենագնաց,,Ձախ,4,,Բենզին,3.0,Սև,117000 կմ,Ավտոմատ,Լիաքարշակ
Opel, Տեղադրված է՝  25.11.2018, ID: 1903136,Astra ,3 100 $,2000,,Արծաթագույն,,Սեդան,,Ձախ,,AVTOMAT1.8 SEDAN ELEGANS nor ber,Բենզին,1.8,,175000 կմ,Ավտոմատ,Առջևի
Opel, Տեղադրված է՝  25.11.2018, ID: 1903132,Zafira ,3 900 $,2004,,Մոխրագույն,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Բենզին,,,141000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  25.11.2018, ID: 1903110,Astra ,2 850 $,2000,,Արծաթագույն,,Հետչբեք,,Ձախ,,gerazanc,Բենզին,,,181000 կմ,Մեխանիկական,
Kia, Տեղադրված է՝  25.11.2018, ID: 1903109,Forte ,6 000 $,2011,,Սպիտակ,,Սեդան,,Ձախ,,,Բենզին,,,120000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  25.11.2018, ID: 1903107,Zafira ,4 500 $,2004,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,144000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  25.11.2018, ID: 1903105,Zafira ,4 500 $,2004,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,144000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  25.11.2018, ID: 1903104,Zafira ,4 500 $,2004,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,144000 կմ,Մեխանիկական,
Niva, Տեղադրված է՝  25.11.2018, ID: 1903101,4x4 Urban ,9 800 $,2018,"17""",Մոխրագույն,5,Ամենագնաց,83,Ձախ,4,"ԼՐԻՎ ՆՈՐ Վիճակ, Նոր Բերված",Բենզին,1.7,Մոխրագույն,3500 կմ,Մեխանիկական,Լիաքարշակ
Kia, Տեղադրված է՝  25.11.2018, ID: 1903083,Sportage ,6 700 $,2008,"16""",Սև,5,Ամենագնաց,173,Ձախ,6,NOR BERVATS 4x4,Բենզին,2.7,Սև,136000 կմ,Ավտոմատ,Լիաքարշակ
Mitsubishi, Տեղադրված է՝  25.11.2018, ID: 1903069,Outlander ,4 850 $,2004,"16""",Կապույտ,4,Ամենագնաց,139,Ձախ,4,2.4 Prastoy Mator 4x4,Բենզին,2.4,Մոխրագույն,119000 կմ,Ավտոմատ,Լիաքարշակ
Mitsubishi, Տեղադրված է՝  25.11.2018, ID: 1903066,Airtrek ,4 850 $,2004,"16""",Կապույտ,4,Ամենագնաց,139,Ձախ,4,2.4 Prastoy Mator 4x4,Բենզին,2.4,Մոխրագույն,119000 կմ,Ավտոմատ,Լիաքարշակ
Opel, Տեղադրված է՝  25.11.2018, ID: 1903049,Zafira ,3 500 $,2001,,Արծաթագույն,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,1.8 Z MATOR ANTERI VIJAK,Բենզին,,,116000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1903032,ES 350 ,9 500 $,2006,,Արծաթագույն,,Սեդան,,Ձախ,,,Բենզին,,,117500 մղոն,Ավտոմատ,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1903016,GX 470 ,17 200 $,2007,,Սպիտակ,,Ամենագնաց,,Ձախ,,Gaz Restayling,Գազ,,,159000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  25.11.2018, ID: 1903015,Astra ,3 400 $,2001,,Այլ գույն,,Հետչբեք,,Ձախ,,VOCH MI OR TAXU TAK CHI QSHVEL,Գազ,,,270000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  25.11.2018, ID: 1903014,Vectra B ,3 200 $,2001,,Կապույտ,,Սեդան,,Ձախ,,,Բենզին,,,180000 կմ,Մեխանիկական,
Kia, Տեղադրված է՝  25.11.2018, ID: 1903013,Optima ,5 000 $,2007,"16""",Արծաթագույն,4,Սեդան,170,Ձախ,4,Gerazanc meqena,Գազ,2.4,Սև,106000 կմ,Մեխանիկական,Առջևի
Lexus, Տեղադրված է՝  25.11.2018, ID: 1903009,RX 350 ,16 000 $,2011,,Սպիտակ,,Ունիվերսալ,,Ձախ,,2012-2011,Բենզին,,,155000 մղոն,Ավտոմատ,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902991,GX 470 ,13 300 $,2005,,Սպիտակ,,Սեդան,,Ձախ,,4.7,Բենզին,,,104000 մղոն,Ավտոմատ,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902990,RX 330 ,10 500 $,2005,,Արծաթագույն,,Ամենագնաց,,Ձախ,,,Գազ,,,130000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  25.11.2018, ID: 1902983,Astra ,3 000 $,2000,,Արծաթագույն,,Հետչբեք,,Ձախ,,16,Բենզին,,,145000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  25.11.2018, ID: 1902979,Astra ,3 500 $,2005,"15""",Սև,5,Ունիվերսալ,101,Ձախ,4,OPEL ASTRA 16L NOR SERUND MATOR,Բենզին,1.6,Մոխրագույն,118000 կմ,Մեխանիկական,Առջևի
Kia, Տեղադրված է՝  25.11.2018, ID: 1902975,Sorento ,7 300 $,2008,,Արծաթագույն,,Ունիվերսալ,,Ձախ,,3.3,Բենզին,3.3,,81006 մղոն,Ավտոմատ,Լիաքարշակ
Kia, Տեղադրված է՝  25.11.2018, ID: 1902974,Sorento ,7 250 $,2008,,Սպիտակ,,Ամենագնաց,,Ձախ,,3.3 LX Restating,Գազ,,,112000 մղոն,Ավտոմատ,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902972,GX 470 ,22 500 $,2009,"17""",Սև,4,Ունիվերսալ,273,Ձախ,8,2009 RESTAYLING -VVT-i MATOR,Բենզին,4.7,,162000 կմ,Ավտոմատ,Լիաքարշակ
Mitsubishi, Տեղադրված է՝  25.11.2018, ID: 1902967,Pajero Pinin (IO) ,4 300 $,2007,"16""",Սպիտակ,4,Ամենագնաց,136,Ձախ,4,,Բենզին,2.0,Բեժ,129000 կմ,Ավտոմատ,Լիաքարշակ
Opel, Տեղադրված է՝  25.11.2018, ID: 1902952,Astra ,3 550 $,2002,,Արծաթագույն,,Ունիվերսալ,,Ձախ,,,Գազ,,,198850 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902951,GX 460 ,27 500 $,2011,,Սև,,Ամենագնաց,,Ձախ,,Ընտիր վիճակ/ԱՄԵՆԱՑԱԾՐ ԳԻՆՆԱ,Բենզին,,,143000 կմ,Ավտոմատ,
Land Rover, Տեղադրված է՝  25.11.2018, ID: 1902949,Range Rover Sport ,18 000 $,2008,,Սև,,Ամենագնաց,,Ձախ,,Autobiography 4.4 HSE,Բենզին,4.4,Սև,167000 կմ,Ավտոմատ,Լիաքարշակ
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902945,GX 460 ,28 000 $,2011,,Սպիտակ,,Ամենագնաց,,Ձախ,,MAQUR CARFAX-MAQUR 2011 TIV,Բենզին,,,120000 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902938,GS 350 ,25 800 $,2013,,Սպիտակ,,Սեդան,,Ձախ,,F sport,Բենզին,,,46000 մղոն,Ավտոմատ,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902933,ES 350 ,21 600 $,2013,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,94000 մղոն,Ավտոմատ,
Opel, Տեղադրված է՝  25.11.2018, ID: 1902912,Astra ,3 400 $,2003,"15""",Արծաթագույն,5,Ունիվերսալ,,Ձախ,4,Gazov,Գազ,1.6,Մոխրագույն,138000 կմ,Մեխանիկական,Առջևի
Niva, Տեղադրված է՝  25.11.2018, ID: 1902908,2121 ,2 600 $,2002,,Սպիտակ,,Ամենագնաց,,Ձախ,,,Գազ,,,163000 կմ,Մեխանիկական,
Kia, Տեղադրված է՝  25.11.2018, ID: 1902900,Forte Coupe ,7 990 $,2011,"17""",Կապույտ,2,Կուպե,175,Ձախ,4,2.4 DOHC +1.6 gaz,Գազ,2.4,Սև,110000 կմ,Ավտոմատ,Առջևի
Niva, Տեղադրված է՝  25.11.2018, ID: 1902887,2121 ,3 000 $,2007,,Սպիտակ,,Ամենագնաց,,Ձախ,,Niva 2121,Գազ,,,271000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902875,GX 470 ,14 999 $,2006,,Արծաթագույն,,Ամենագնաց,,Ձախ,,,Բենզին,,,130000 մղոն,Ավտոմատ,
Mazda, Տեղադրված է՝  25.11.2018, ID: 1902869,Demio ,2 700 $,2004,"14""",Արծաթագույն,4,Հետչբեք,91,Աջ,4,,Գազ,1.3,Մոխրագույն,108000 կմ,Ավտոմատ,Առջևի
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902862,GX 470 ,18 700 $,2007,"17""",Սև,4,Ունիվերսալ,270,Ձախ,8,FULL KOMPLEKTACIA-V V i T MATOR,Բենզին,4.7,,115000 կմ,Ավտոմատ,Լիաքարշակ
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902825,RX 200t ,55 000 $,2016,"20""",Սպիտակ,4,Ամենագնաց,238,Ձախ,4,FULL,Բենզին,2.0,Շագանակագույն,17000 կմ,Կիսաավտոմատ,Լիաքարշակ
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902823,GX 470 ,13 500 $,2005,"17""",Արծաթագույն,4,Ամենագնաց,,Ձախ,8,,Բենզին,4.7,Սև,110000 կմ,Ավտոմատ,Լիաքարշակ
Kia, Տեղադրված է՝  25.11.2018, ID: 1902821,Forte ,6 200 $,2012,"16""",Սև,4,Սեդան,,Ձախ,4,,Բենզին,2.0,Բեժ,125000 կմ,Ավտոմատ,Առջևի
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902819,ES 350 ,23 200 $,2013,"18""",Սև,4,Սեդան,,Ձախ,,Full kamplektacia,Բենզին,3.5,Սև,39000 մղոն,Ավտոմատ,
Mazda, Տեղադրված է՝  25.11.2018, ID: 1902814,3 ,6 900 $,2012,"16""",Սև,4,Սեդան,,Ձախ,4,,Բենզին,2.0,Սև,73000 կմ,Ավտոմատ,Առջևի
Opel, Տեղադրված է՝  25.11.2018, ID: 1902788,Zafira ,3 450 $,2003,,Արծաթագույն,,Ունիվերսալ,,Ձախ,,"1,8 ZAFIRA",Բենզին,,,172000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  25.11.2018, ID: 1902783,Astra ,1 900 $,2000,,Արծաթագույն,,Սեդան,,Ձախ,,,Գազ,,,400000 կմ,Մեխանիկական,
Mitsubishi, Տեղադրված է՝  25.11.2018, ID: 1902769,Grandis ,3 500 $,2003,,Սպիտակ,,Սեդան,,Աջ,,,Գազ,,,200000 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902761,RX 350 ,16 500 $,2010,"19""",Սպիտակ,5,Ունիվերսալ,,Ձախ,6,,Բենզին,3.5,Բեժ,107000 մղոն,Ավտոմատ,Լիաքարշակ
Mazda, Տեղադրված է՝  25.11.2018, ID: 1902748,6 ,6 200 $,2009,"17""",Մոխրագույն,4,Սեդան,170,Ձախ,4,,Բենզին,2.5,Սև,132000 մղոն,Ավտոմատ,Առջևի
Opel, Տեղադրված է՝  25.11.2018, ID: 1902719,Astra ,3 500 $,2000,,Արծաթագույն,,Հետչբեք,,Ձախ,,2.0 լ Րեստայլինգ,Գազ,,,180001 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902705,GX 470 ,14 700 $,2005,,Արծաթագույն,,Ամենագնաց,,Ձախ,,Restyling,Բենզին,,,128000 մղոն,Ավտոմատ,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902704,RX 350 ,11 800 $,2008,"18""",Սպիտակ,5,Ունիվերսալ,,Ձախ,6,,Բենզին,3.5,Բեժ,98000 մղոն,Ավտոմատ,Լիաքարշակ
Mazda, Տեղադրված է՝  25.11.2018, ID: 1902687,6 ,6 800 $,2009,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,98000 մղոն,Ավտոմատ,
Kia, Տեղադրված է՝  25.11.2018, ID: 1902682,Sorento ,6 200 $,2006,,Այլ գույն,,Ամենագնաց,,Ձախ,,4X4,Բենզին,,,116000 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902641,GX 470 ,13 500 $,2004,,Սև,,Ամենագնաց,,Ձախ,,NOR BERVATS. CALIFORNIA,Բենզին,,,145000 մղոն,Ավտոմատ,
Niva, Տեղադրված է՝  25.11.2018, ID: 1902636,2121 ,3 000 $,2002,,Արծաթագույն,,Ամենագնաց,,Ձախ,,,Գազ,,,183000 կմ,Մեխանիկական,
Kia, Տեղադրված է՝  25.11.2018, ID: 1902633,Sorento ,7 200 $,2008,,Արծաթագույն,,Ունիվերսալ,,Ձախ,,3.3,Բենզին,,,81006 մղոն,Ավտոմատ,
Opel, Տեղադրված է՝  25.11.2018, ID: 1902613,Astra ,3 300 $,2003,"15""",Սև,4,Հետչբեք,86,Ձախ,4,ZAVACKOI VICAK PRASTOY POLNI IJE,Բենզին,1.6,Սև,172000 կմ,Մեխանիկական,Առջևի
Opel, Տեղադրված է՝  25.11.2018, ID: 1902610,Astra ,3 100 $,2000,"15""",Ոսկեգույն,4,Սեդան,152,Ձախ,4,,Բենզին,2.4,Բեժ,150000 մղոն,Ավտոմատ,Առջևի
Kia, Տեղադրված է՝  25.11.2018, ID: 1902574,Optima ,10 000 $,2015,"20""",Սպիտակ,,Սեդան,200,Ձախ,4,,Բենզին,2.4,Սև,70000 մղոն,Ավտոմատ,Առջևի
Land Rover, Տեղադրված է՝  25.11.2018, ID: 1902570,Range Rover Sport ,12 000 $,2004,,Սև,,Ամենագնաց,,Ձախ,,Range Rover Vogue 4.4,Բենզին,,,133000 մղոն,Ավտոմատ,
Land Rover, Տեղադրված է՝  25.11.2018, ID: 1902569,Range Rover ,12 000 $,2004,"20""",Սև,,Ամենագնաց,287,Ձախ,8,,Բենզին,4.4,,133000 մղոն,Ավտոմատ,Լիաքարշակ
Kia, Տեղադրված է՝  25.11.2018, ID: 1902541,Optima ,9 400 $,2015,,Այլ գույն,,Սեդան,,Ձախ,,,Բենզին,2.4,Սև,10 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  25.11.2018, ID: 1902538,Astra ,3 200 $,2000,,Արծաթագույն,,Սեդան,,Ձախ,,,Բենզին,,,104000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  25.11.2018, ID: 1902531,RX 350 ,15 000 $,2010,"18""",Արծաթագույն,5,Ամենագնաց,277,Ձախ,,4x4,Բենզին,3.5,Մոխրագույն,108000 մղոն,Ավտոմատ,Լիաքարշակ
Mitsubishi, Տեղադրված է՝  24.11.2018, ID: 1902504,Pajero Pinin (IO) ,4 000 $,2002,,Մոխրագույն,4,Ամենագնաց,,Ձախ,,"4x4,ԳԱԶԻ ԲԱԼՈՆ 1,4,ԻԺԵԿՏՈՐ",Գազ,2.0,,154000 կմ,Ավտոմատ,Լիաքարշակ
Mitsubishi, Տեղադրված է՝  24.11.2018, ID: 1902498,Airtrek ,4 400 $,2005,,Արծաթագույն,4,Ունիվերսալ,,Ձախ,,"ՇՏԱՊ,Նոր է բերված Ճապոնիայից",Բենզին,2.0,,165000 կմ,Ավտոմատ,
Kia, Տեղադրված է՝  24.11.2018, ID: 1902496,Optima ,15 800 $,2016,,Սպիտակ,,Սեդան,,Ձախ,,FuLL կամպլեկտացիա,Բենզին,,,62000 կմ,Ավտոմատ,
Land Rover, Տեղադրված է՝  24.11.2018, ID: 1902479,Range Rover ,14 999 $,2007,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,,,777 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  24.11.2018, ID: 1902478,GX 470 ,13 000 $,2005,"17""",Սպիտակ,5,Ամենագնաց,277,Ձախ,8,Full,Բենզին,4.7,Սպիտակ,165000 մղոն,Ավտոմատ,Լիաքարշակ
Lexus, Տեղադրված է՝  24.11.2018, ID: 1902477,GX 470 ,16 000 $,2007,,Սև,,Ամենագնաց,,Ձախ,,,Գազ,,,239998 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  24.11.2018, ID: 1902461,GX 470 ,19 000 $,2008,,Բալագույն,,Ամենագնաց,,Ձախ,,,Բենզին,,,107000 կմ,Ավտոմատ,
Mitsubishi, Տեղադրված է՝  24.11.2018, ID: 1902458,Colt ,2 400 $,2003,,Արծաթագույն,,Հետչբեք,,Աջ,,,Բենզին,,,220000 կմ,Վարիատոր,
Kia, Տեղադրված է՝  24.11.2018, ID: 1902457,Sorento ,12 500 $,2011,,Սև,,Ամենագնաց,,Ձախ,,SX 3.5,Բենզին,,,73000 մղոն,Ավտոմատ,
Lexus, Տեղադրված է՝  24.11.2018, ID: 1902446,RX 350 ,14 000 $,2008,,Սև,,Ամենագնաց,,Ձախ,,,Բենզին,,,102000 կմ,Ավտոմատ,
Mitsubishi, Տեղադրված է՝  24.11.2018, ID: 1902445,Colt ,3 100 $,2006,,Սպիտակ,,Հետչբեք,,Աջ,,,Բենզին,,,170000 կմ,Վարիատոր,
Niva, Տեղադրված է՝  24.11.2018, ID: 1902438,2121 ,4 300 $,2008,,Սպիտակ,,Ունիվերսալ,,Ձախ,,,Գազ,,,166000 կմ,Մեխանիկական,
Kia, Տեղադրված է՝  24.11.2018, ID: 1902436,Forte ,5 500 $,2010,,Սպիտակ,,Սեդան,,Ձախ,,2.0 doch,Բենզին,,,70000 մղոն,Ավտոմատ,
Opel, Տեղադրված է՝  24.11.2018, ID: 1902424,Combo ,4 500 $,2000,,Սպիտակ,,Կուպե,,Ձախ,,Nor BERVAC gazov,Գազ,,,145000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  24.11.2018, ID: 1902419,Astra ,3 600 $,2001,,Կապույտ,,Ունիվերսալ,,Ձախ,,G,Գազ,,,125000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  24.11.2018, ID: 1902418,Astra ,3 400 $,2000,,Արծաթագույն,,Սեդան,,Ձախ,,Nor bervac,Բենզին,,,104000 կմ,Մեխանիկական,
Mazda, Տեղադրված է՝  24.11.2018, ID: 1902410,MPV ,4 900 $,2004,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Աջ,,,Գազ,,,133000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  24.11.2018, ID: 1902408,Zafira ,3 250 $,2000,,Արծաթագույն,,Ունիվերսալ,,Ձախ,,,Բենզին,,,205000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  24.11.2018, ID: 1902390,Zafira ,4 100 $,2004,,Մոխրագույն,,Ունիվերսալ,,Ձախ,,1.6CNG GAZ+BENZIN,Բենզին,,,171000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  24.11.2018, ID: 1902374,ES 350 ,15 700 $,2008,,Սև,4,Սեդան,272,Ձախ,6,GERAZANC VICHAK,Բենզին,3.5,Սև,81000 մղոն,Ավտոմատ,Առջևի
Lexus, Տեղադրված է՝  24.11.2018, ID: 1902369,GX 470 ,13 300 $,2004,,Մոխրագույն,,Ամենագնաց,,Ձախ,,Restayling 2008 SPORT PEREDOK,Գազ,,,138000 մղոն,Ավտոմատ,
Kia, Տեղադրված է՝  24.11.2018, ID: 1902366,Optima ,8 700 $,2012,,Մոխրագույն,,Սեդան,,Ձախ,,FULL EX PANARAMA START STOP,Բենզին,,,62000 մղոն,Ավտոմատ,
Opel, Տեղադրված է՝  24.11.2018, ID: 1902365,Zafira ,5 800 $,2007,,Մոխրագույն,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,2.2 benzin,Գազ,,,201000 կմ,Մեխանիկական,
Opel, Տեղադրված է՝  24.11.2018, ID: 1902362,Corsa ,2 000 $,2001,,Արծաթագույն,,Կուպե,,Ձախ,,,Բենզին,,,120000 կմ,Մեխանիկական,
Lexus, Տեղադրված է՝  24.11.2018, ID: 1902359,LS 460 ,17 500 $,2007,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,127000 կմ,Ավտոմատ,
Kia, Տեղադրված է՝  24.11.2018, ID: 1902350,Optima ,7 500 $,2012,"17""",Սև,4,Սեդան,,Ձախ,4,"PANARAMA, START-STOP, AMENAFULLN",Բենզին,2.4,,109000 կմ,Ավտոմատ,Առջևի
Opel, Տեղադրված է՝  24.11.2018, ID: 1902345,Astra ,2 900 $,2001,,Արծաթագույն,,Հետչբեք,,Ձախ,,,Բենզին,,,151000 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  24.11.2018, ID: 1902341,GX 470 ,22 600 $,2009,"17""",Սև,4,Ունիվերսալ,273,Ձախ,8,ZAVACKOY RESTAYLINGA-2009 MODEL,Բենզին,4.7,,155000 կմ,Ավտոմատ,Լիաքարշակ
Mazda, Տեղադրված է՝  24.11.2018, ID: 1902340,6 ,7 000 $,2011,,Արծաթագույն,,Սեդան,,Ձախ,,,Գազ,,,140000 կմ,Ավտոմատ,
Opel, Տեղադրված է՝  24.11.2018, ID: 1902339,Astra ,3 300 $,2001,"15""",Արծաթագույն,5,Հետչբեք,86,Ձախ,4,,Բենզին,1.6,Սև,138000 կմ,Մեխանիկական,Առջևի
Niva, Տեղադրված է՝  24.11.2018, ID: 1902315,2121 ,6 000 $,2012,"16""",Սպիտակ,3,Ամենագնաց,80,Ձախ,4,4x4 M,Բենզին,1.7,,88000 կմ,Մեխանիկական,Լիաքարշակ
Mitsubishi, Տեղադրված է՝  24.11.2018, ID: 1902314,Pajero ,10 600 $,2008,,Սպիտակ,,Ամենագնաց,,Ձախ,,,Բենզին,,,128000 կմ,Ավտոմատ,
Lexus, Տեղադրված է՝  24.11.2018, ID: 1902312,GX 470 ,22 900 $,2009,"17""",Սպիտակ,4,Ունիվերսալ,273,Ձախ,8,VVTi MATOR 270 DZIAUJ-RESTAYLING,Բենզին,4.7,,125000 կմ,Ավտոմատ,Լիաքարշակ
Lexus, Տեղադրված է՝  24.11.2018, ID: 1902309,IS 250 ,14 000 $,2013,"18""",Սև,4,Սեդան,204,Ձախ,6,2012-2013,Բենզին,2.5,Սև,109000 կմ,Ավտոմատ,Ետևի
Mazda, Տեղադրված է՝  24.11.2018, ID: 1902299,6 ,6 500 $,2011,"17""",Մոխրագույն,5,Սեդան,170,Ձախ,4,,Բենզին,2.5,,147000 կմ,Ավտոմատ,Առջևի
Lexus, Տեղադրված է՝  24.11.2018, ID: 1902289,LX 570 ,97 000 $,2017,,Սև,,Ամենագնաց,,Ձախ,,,Բենզին,,,18000 կմ,Ավտոմատ,
